file,subspecies
022_111.png,Italian honey bee
022_105.png,Italian honey bee
022_313.png,Italian honey bee
022_307.png,Italian honey bee
022_298.png,Italian honey bee
022_267.png,Italian honey bee
022_273.png,Italian honey bee
022_059.png,Italian honey bee
022_065.png,Italian honey bee
022_064.png,Italian honey bee
022_272.png,Italian honey bee
022_266.png,Italian honey bee
022_299.png,Italian honey bee
022_306.png,Italian honey bee
022_312.png,Italian honey bee
022_104.png,Italian honey bee
022_110.png,Italian honey bee
022_138.png,Italian honey bee
022_106.png,Italian honey bee
022_112.png,Italian honey bee
022_338.png,Italian honey bee
022_304.png,Italian honey bee
022_310.png,Italian honey bee
022_258.png,Italian honey bee
022_270.png,Italian honey bee
022_264.png,Italian honey bee
022_099.png,Italian honey bee
022_098.png,Italian honey bee
022_265.png,Italian honey bee
022_271.png,Italian honey bee
022_259.png,Italian honey bee
022_311.png,Italian honey bee
022_305.png,Italian honey bee
022_339.png,Italian honey bee
022_113.png,Italian honey bee
022_107.png,Italian honey bee
022_160.png,Italian honey bee
022_174.png,Italian honey bee
022_389.png,Italian honey bee
022_404.png,Italian honey bee
022_362.png,Italian honey bee
022_376.png,Italian honey bee
022_410.png,Italian honey bee
022_216.png,Italian honey bee
022_202.png,Italian honey bee
022_203.png,Italian honey bee
022_217.png,Italian honey bee
022_377.png,Italian honey bee
022_411.png,Italian honey bee
022_405.png,Italian honey bee
022_363.png,Italian honey bee
022_388.png,Italian honey bee
022_175.png,Italian honey bee
022_161.png,Italian honey bee
022_188.png,Italian honey bee
022_177.png,Italian honey bee
022_163.png,Italian honey bee
022_413.png,Italian honey bee
022_375.png,Italian honey bee
022_361.png,Italian honey bee
022_407.png,Italian honey bee
022_349.png,Italian honey bee
022_201.png,Italian honey bee
022_215.png,Italian honey bee
022_229.png,Italian honey bee
022_228.png,Italian honey bee
022_214.png,Italian honey bee
022_200.png,Italian honey bee
022_348.png,Italian honey bee
022_360.png,Italian honey bee
022_406.png,Italian honey bee
022_412.png,Italian honey bee
022_374.png,Italian honey bee
022_162.png,Italian honey bee
022_176.png,Italian honey bee
022_189.png,Italian honey bee
022_199.png,Italian honey bee
022_172.png,Italian honey bee
022_166.png,Italian honey bee
022_358.png,Italian honey bee
022_370.png,Italian honey bee
022_416.png,Italian honey bee
022_402.png,Italian honey bee
022_364.png,Italian honey bee
022_238.png,Italian honey bee
022_204.png,Italian honey bee
022_210.png,Italian honey bee
022_211.png,Italian honey bee
022_205.png,Italian honey bee
022_239.png,Italian honey bee
022_403.png,Italian honey bee
022_365.png,Italian honey bee
022_371.png,Italian honey bee
022_417.png,Italian honey bee
022_359.png,Italian honey bee
022_167.png,Italian honey bee
022_173.png,Italian honey bee
022_198.png,Italian honey bee
022_171.png,Italian honey bee
022_429.png,Italian honey bee
022_367.png,Italian honey bee
022_401.png,Italian honey bee
022_415.png,Italian honey bee
022_373.png,Italian honey bee
022_213.png,Italian honey bee
022_207.png,Italian honey bee
022_206.png,Italian honey bee
022_212.png,Italian honey bee
022_414.png,Italian honey bee
022_366.png,Italian honey bee
022_400.png,Italian honey bee
022_428.png,Italian honey bee
022_399.png,Italian honey bee
022_196.png,Italian honey bee
022_380.png,Italian honey bee
022_394.png,Italian honey bee
022_425.png,Italian honey bee
022_343.png,Italian honey bee
022_357.png,Italian honey bee
022_431.png,Italian honey bee
022_419.png,Italian honey bee
022_237.png,Italian honey bee
022_223.png,Italian honey bee
022_236.png,Italian honey bee
022_356.png,Italian honey bee
022_424.png,Italian honey bee
022_342.png,Italian honey bee
022_395.png,Italian honey bee
022_381.png,Italian honey bee
022_397.png,Italian honey bee
022_383.png,Italian honey bee
022_432.png,Italian honey bee
022_354.png,Italian honey bee
022_340.png,Italian honey bee
022_426.png,Italian honey bee
022_369.png,Italian honey bee
022_341.png,Italian honey bee
022_427.png,Italian honey bee
022_355.png,Italian honey bee
022_382.png,Italian honey bee
022_396.png,Italian honey bee
022_392.png,Italian honey bee
022_386.png,Italian honey bee
022_379.png,Italian honey bee
022_351.png,Italian honey bee
022_423.png,Italian honey bee
022_345.png,Italian honey bee
022_422.png,Italian honey bee
022_344.png,Italian honey bee
022_378.png,Italian honey bee
022_387.png,Italian honey bee
022_393.png,Italian honey bee
022_385.png,Italian honey bee
022_391.png,Italian honey bee
022_408.png,Italian honey bee
022_346.png,Italian honey bee
022_420.png,Italian honey bee
022_352.png,Italian honey bee
022_353.png,Italian honey bee
022_347.png,Italian honey bee
022_409.png,Italian honey bee
022_390.png,Italian honey bee
022_384.png,Italian honey bee
022_334.png,Italian honey bee
036_094.png,Italian honey bee
036_080.png,Italian honey bee
036_043.png,Italian honey bee
036_042.png,Italian honey bee
036_083.png,Italian honey bee
036_054.png,Italian honey bee
036_068.png,Italian honey bee
036_069.png,Italian honey bee
036_096.png,Italian honey bee
036_082.png,Italian honey bee
036_092.png,Italian honey bee
036_079.png,Italian honey bee
036_050.png,Italian honey bee
036_078.png,Italian honey bee
036_087.png,Italian honey bee
036_091.png,Italian honey bee
036_085.png,Italian honey bee
036_052.png,Italian honey bee
036_047.png,Italian honey bee
036_053.png,Italian honey bee
036_089.png,Italian honey bee
036_088.png,Italian honey bee
036_100.png,Italian honey bee
036_104.png,Italian honey bee
036_107.png,Italian honey bee
036_106.png,Italian honey bee
029_004.png,-1
029_010.png,-1
029_006.png,-1
029_012.png,-1
029_013.png,-1
029_007.png,-1
029_017.png,-1
029_016.png,-1
029_014.png,-1
029_015.png,-1
029_022.png,-1
029_023.png,-1
029_021.png,-1
008_127.png,VSH Italian honey bee
008_133.png,VSH Italian honey bee
008_090.png,VSH Italian honey bee
008_084.png,VSH Italian honey bee
008_053.png,VSH Italian honey bee
008_047.png,VSH Italian honey bee
008_292.png,VSH Italian honey bee
008_286.png,VSH Italian honey bee
008_279.png,VSH Italian honey bee
008_251.png,VSH Italian honey bee
008_245.png,VSH Italian honey bee
008_244.png,VSH Italian honey bee
008_250.png,VSH Italian honey bee
008_278.png,VSH Italian honey bee
008_287.png,VSH Italian honey bee
008_293.png,VSH Italian honey bee
008_046.png,VSH Italian honey bee
008_052.png,VSH Italian honey bee
008_085.png,VSH Italian honey bee
008_091.png,VSH Italian honey bee
008_132.png,VSH Italian honey bee
008_126.png,VSH Italian honey bee
008_118.png,VSH Italian honey bee
008_130.png,VSH Italian honey bee
008_124.png,VSH Italian honey bee
008_087.png,VSH Italian honey bee
008_093.png,VSH Italian honey bee
008_078.png,VSH Italian honey bee
008_044.png,VSH Italian honey bee
008_050.png,VSH Italian honey bee
008_285.png,VSH Italian honey bee
008_291.png,VSH Italian honey bee
008_246.png,VSH Italian honey bee
008_252.png,VSH Italian honey bee
008_253.png,VSH Italian honey bee
008_247.png,VSH Italian honey bee
008_290.png,VSH Italian honey bee
008_284.png,VSH Italian honey bee
008_051.png,VSH Italian honey bee
008_045.png,VSH Italian honey bee
008_079.png,VSH Italian honey bee
008_092.png,VSH Italian honey bee
008_086.png,VSH Italian honey bee
008_125.png,VSH Italian honey bee
008_131.png,VSH Italian honey bee
008_119.png,VSH Italian honey bee
008_135.png,VSH Italian honey bee
008_121.png,VSH Italian honey bee
008_109.png,VSH Italian honey bee
008_082.png,VSH Italian honey bee
008_096.png,VSH Italian honey bee
008_069.png,VSH Italian honey bee
008_280.png,VSH Italian honey bee
008_294.png,VSH Italian honey bee
008_243.png,VSH Italian honey bee
008_257.png,VSH Italian honey bee
008_256.png,VSH Italian honey bee
008_242.png,VSH Italian honey bee
008_295.png,VSH Italian honey bee
008_281.png,VSH Italian honey bee
008_068.png,VSH Italian honey bee
008_097.png,VSH Italian honey bee
008_083.png,VSH Italian honey bee
008_108.png,VSH Italian honey bee
008_120.png,VSH Italian honey bee
008_134.png,VSH Italian honey bee
008_122.png,VSH Italian honey bee
008_136.png,VSH Italian honey bee
008_095.png,VSH Italian honey bee
008_081.png,VSH Italian honey bee
008_297.png,VSH Italian honey bee
008_283.png,VSH Italian honey bee
008_254.png,VSH Italian honey bee
008_240.png,VSH Italian honey bee
008_268.png,VSH Italian honey bee
008_269.png,VSH Italian honey bee
008_241.png,VSH Italian honey bee
008_255.png,VSH Italian honey bee
008_282.png,VSH Italian honey bee
008_296.png,VSH Italian honey bee
008_094.png,VSH Italian honey bee
008_137.png,VSH Italian honey bee
008_123.png,VSH Italian honey bee
008_187.png,VSH Italian honey bee
008_193.png,VSH Italian honey bee
008_178.png,VSH Italian honey bee
008_144.png,VSH Italian honey bee
008_150.png,VSH Italian honey bee
008_232.png,VSH Italian honey bee
008_226.png,VSH Italian honey bee
008_233.png,VSH Italian honey bee
008_151.png,VSH Italian honey bee
008_145.png,VSH Italian honey bee
008_179.png,VSH Italian honey bee
008_192.png,VSH Italian honey bee
008_186.png,VSH Italian honey bee
008_190.png,VSH Italian honey bee
008_184.png,VSH Italian honey bee
008_153.png,VSH Italian honey bee
008_147.png,VSH Italian honey bee
008_219.png,VSH Italian honey bee
008_225.png,VSH Italian honey bee
008_231.png,VSH Italian honey bee
008_230.png,VSH Italian honey bee
008_224.png,VSH Italian honey bee
008_218.png,VSH Italian honey bee
008_146.png,VSH Italian honey bee
008_152.png,VSH Italian honey bee
008_185.png,VSH Italian honey bee
008_191.png,VSH Italian honey bee
008_195.png,VSH Italian honey bee
008_181.png,VSH Italian honey bee
008_156.png,VSH Italian honey bee
008_142.png,VSH Italian honey bee
008_220.png,VSH Italian honey bee
008_234.png,VSH Italian honey bee
008_208.png,VSH Italian honey bee
008_209.png,VSH Italian honey bee
008_235.png,VSH Italian honey bee
008_221.png,VSH Italian honey bee
008_157.png,VSH Italian honey bee
008_180.png,VSH Italian honey bee
008_194.png,VSH Italian honey bee
008_182.png,VSH Italian honey bee
008_196.png,VSH Italian honey bee
008_155.png,VSH Italian honey bee
008_169.png,VSH Italian honey bee
008_237.png,VSH Italian honey bee
008_223.png,VSH Italian honey bee
008_222.png,VSH Italian honey bee
008_236.png,VSH Italian honey bee
008_168.png,VSH Italian honey bee
008_197.png,VSH Italian honey bee
008_183.png,VSH Italian honey bee
008_171.png,VSH Italian honey bee
008_213.png,VSH Italian honey bee
008_207.png,VSH Italian honey bee
008_206.png,VSH Italian honey bee
008_212.png,VSH Italian honey bee
008_199.png,VSH Italian honey bee
008_238.png,VSH Italian honey bee
008_204.png,VSH Italian honey bee
008_210.png,VSH Italian honey bee
008_211.png,VSH Italian honey bee
008_205.png,VSH Italian honey bee
008_239.png,VSH Italian honey bee
008_215.png,VSH Italian honey bee
008_229.png,VSH Italian honey bee
008_228.png,VSH Italian honey bee
008_214.png,VSH Italian honey bee
008_304.png,VSH Italian honey bee
008_258.png,VSH Italian honey bee
008_270.png,VSH Italian honey bee
008_264.png,VSH Italian honey bee
008_265.png,VSH Italian honey bee
008_271.png,VSH Italian honey bee
008_259.png,VSH Italian honey bee
008_298.png,VSH Italian honey bee
008_267.png,VSH Italian honey bee
008_273.png,VSH Italian honey bee
008_272.png,VSH Italian honey bee
008_266.png,VSH Italian honey bee
008_299.png,VSH Italian honey bee
008_302.png,VSH Italian honey bee
008_289.png,VSH Italian honey bee
008_276.png,VSH Italian honey bee
008_277.png,VSH Italian honey bee
008_288.png,VSH Italian honey bee
008_303.png,VSH Italian honey bee
008_301.png,VSH Italian honey bee
024_019.png,-1
024_018.png,-1
024_024.png,-1
024_008.png,-1
024_020.png,-1
024_021.png,-1
024_009.png,-1
024_023.png,-1
024_022.png,-1
024_013.png,-1
024_012.png,-1
030_204.png,Italian honey bee
030_562.png,Italian honey bee
030_576.png,Italian honey bee
030_210.png,Italian honey bee
030_238.png,Italian honey bee
030_589.png,Italian honey bee
030_760.png,Italian honey bee
030_012.png,Italian honey bee
030_774.png,Italian honey bee
030_748.png,Italian honey bee
030_614.png,Italian honey bee
030_172.png,Italian honey bee
030_166.png,Italian honey bee
030_600.png,Italian honey bee
030_628.png,Italian honey bee
030_833.png,Italian honey bee
030_199.png,Italian honey bee
030_827.png,Italian honey bee
030_370.png,Italian honey bee
030_416.png,Italian honey bee
030_402.png,Italian honey bee
030_364.png,Italian honey bee
030_358.png,Italian honey bee
030_359.png,Italian honey bee
030_403.png,Italian honey bee
030_365.png,Italian honey bee
030_371.png,Italian honey bee
030_417.png,Italian honey bee
030_198.png,Italian honey bee
030_826.png,Italian honey bee
030_832.png,Italian honey bee
030_629.png,Italian honey bee
030_167.png,Italian honey bee
030_601.png,Italian honey bee
030_615.png,Italian honey bee
030_173.png,Italian honey bee
030_749.png,Italian honey bee
030_775.png,Italian honey bee
030_761.png,Italian honey bee
030_588.png,Italian honey bee
030_577.png,Italian honey bee
030_211.png,Italian honey bee
030_205.png,Italian honey bee
030_563.png,Italian honey bee
030_213.png,Italian honey bee
030_575.png,Italian honey bee
030_561.png,Italian honey bee
030_207.png,Italian honey bee
030_549.png,Italian honey bee
030_777.png,Italian honey bee
030_763.png,Italian honey bee
030_788.png,Italian honey bee
030_603.png,Italian honey bee
030_165.png,Italian honey bee
030_171.png,Italian honey bee
030_617.png,Italian honey bee
030_159.png,Italian honey bee
030_818.png,Italian honey bee
030_824.png,Italian honey bee
030_830.png,Italian honey bee
030_367.png,Italian honey bee
030_401.png,Italian honey bee
030_373.png,Italian honey bee
030_429.png,Italian honey bee
030_398.png,Italian honey bee
030_399.png,Italian honey bee
030_414.png,Italian honey bee
030_372.png,Italian honey bee
030_366.png,Italian honey bee
030_400.png,Italian honey bee
030_831.png,Italian honey bee
030_825.png,Italian honey bee
030_819.png,Italian honey bee
030_158.png,Italian honey bee
030_170.png,Italian honey bee
030_616.png,Italian honey bee
030_602.png,Italian honey bee
030_164.png,Italian honey bee
030_789.png,Italian honey bee
030_762.png,Italian honey bee
030_776.png,Italian honey bee
030_548.png,Italian honey bee
030_560.png,Italian honey bee
030_206.png,Italian honey bee
030_212.png,Italian honey bee
030_574.png,Italian honey bee
030_558.png,Italian honey bee
030_216.png,Italian honey bee
030_202.png,Italian honey bee
030_564.png,Italian honey bee
030_772.png,Italian honey bee
030_766.png,Italian honey bee
030_799.png,Italian honey bee
030_148.png,Italian honey bee
030_160.png,Italian honey bee
030_606.png,Italian honey bee
030_612.png,Italian honey bee
030_174.png,Italian honey bee
030_821.png,Italian honey bee
030_835.png,Italian honey bee
030_809.png,Italian honey bee
030_438.png,Italian honey bee
030_404.png,Italian honey bee
030_362.png,Italian honey bee
030_376.png,Italian honey bee
030_410.png,Italian honey bee
030_389.png,Italian honey bee
030_388.png,Italian honey bee
030_377.png,Italian honey bee
030_411.png,Italian honey bee
030_405.png,Italian honey bee
030_808.png,Italian honey bee
030_834.png,Italian honey bee
030_820.png,Italian honey bee
030_613.png,Italian honey bee
030_175.png,Italian honey bee
030_161.png,Italian honey bee
030_607.png,Italian honey bee
030_149.png,Italian honey bee
030_798.png,Italian honey bee
030_767.png,Italian honey bee
030_773.png,Italian honey bee
030_203.png,Italian honey bee
030_565.png,Italian honey bee
030_571.png,Italian honey bee
030_217.png,Italian honey bee
030_559.png,Italian honey bee
030_229.png,Italian honey bee
030_567.png,Italian honey bee
030_201.png,Italian honey bee
030_215.png,Italian honey bee
030_573.png,Italian honey bee
030_598.png,Italian honey bee
030_759.png,Italian honey bee
030_765.png,Italian honey bee
030_771.png,Italian honey bee
030_639.png,Italian honey bee
030_177.png,Italian honey bee
030_611.png,Italian honey bee
030_605.png,Italian honey bee
030_188.png,Italian honey bee
030_836.png,Italian honey bee
030_822.png,Italian honey bee
030_349.png,Italian honey bee
030_413.png,Italian honey bee
030_375.png,Italian honey bee
030_361.png,Italian honey bee
030_407.png,Italian honey bee
030_360.png,Italian honey bee
030_406.png,Italian honey bee
030_412.png,Italian honey bee
030_374.png,Italian honey bee
030_348.png,Italian honey bee
030_823.png,Italian honey bee
030_189.png,Italian honey bee
030_837.png,Italian honey bee
030_604.png,Italian honey bee
030_610.png,Italian honey bee
030_638.png,Italian honey bee
030_770.png,Italian honey bee
030_764.png,Italian honey bee
030_758.png,Italian honey bee
030_599.png,Italian honey bee
030_214.png,Italian honey bee
030_572.png,Italian honey bee
030_566.png,Italian honey bee
030_200.png,Italian honey bee
030_228.png,Italian honey bee
030_501.png,Italian honey bee
030_267.png,Italian honey bee
030_273.png,Italian honey bee
030_515.png,Italian honey bee
030_529.png,Italian honey bee
030_298.png,Italian honey bee
030_703.png,Italian honey bee
030_717.png,Italian honey bee
030_677.png,Italian honey bee
030_663.png,Italian honey bee
030_878.png,Italian honey bee
030_850.png,Italian honey bee
030_688.png,Italian honey bee
030_844.png,Italian honey bee
030_475.png,Italian honey bee
030_313.png,Italian honey bee
030_307.png,Italian honey bee
030_461.png,Italian honey bee
030_449.png,Italian honey bee
030_448.png,Italian honey bee
030_306.png,Italian honey bee
030_460.png,Italian honey bee
030_474.png,Italian honey bee
030_312.png,Italian honey bee
030_845.png,Italian honey bee
030_689.png,Italian honey bee
030_851.png,Italian honey bee
030_879.png,Italian honey bee
030_662.png,Italian honey bee
030_676.png,Italian honey bee
030_716.png,Italian honey bee
030_702.png,Italian honey bee
030_299.png,Italian honey bee
030_528.png,Italian honey bee
030_272.png,Italian honey bee
030_514.png,Italian honey bee
030_500.png,Italian honey bee
030_266.png,Italian honey bee
030_516.png,Italian honey bee
030_270.png,Italian honey bee
030_264.png,Italian honey bee
030_502.png,Italian honey bee
030_258.png,Italian honey bee
030_714.png,Italian honey bee
030_700.png,Italian honey bee
030_728.png,Italian honey bee
030_660.png,Italian honey bee
030_674.png,Italian honey bee
030_884.png,Italian honey bee
030_648.png,Italian honey bee
030_847.png,Italian honey bee
030_853.png,Italian honey bee
030_462.png,Italian honey bee
030_304.png,Italian honey bee
030_310.png,Italian honey bee
030_476.png,Italian honey bee
030_338.png,Italian honey bee
030_489.png,Italian honey bee
030_488.png,Italian honey bee
030_339.png,Italian honey bee
030_311.png,Italian honey bee
030_477.png,Italian honey bee
030_305.png,Italian honey bee
030_852.png,Italian honey bee
030_846.png,Italian honey bee
030_649.png,Italian honey bee
030_675.png,Italian honey bee
030_661.png,Italian honey bee
030_729.png,Italian honey bee
030_701.png,Italian honey bee
030_715.png,Italian honey bee
030_503.png,Italian honey bee
030_517.png,Italian honey bee
030_513.png,Italian honey bee
030_507.png,Italian honey bee
030_739.png,Italian honey bee
030_711.png,Italian honey bee
030_705.png,Italian honey bee
030_659.png,Italian honey bee
030_881.png,Italian honey bee
030_665.png,Italian honey bee
030_671.png,Italian honey bee
030_842.png,Italian honey bee
030_856.png,Italian honey bee
030_329.png,Italian honey bee
030_467.png,Italian honey bee
030_473.png,Italian honey bee
030_498.png,Italian honey bee
030_499.png,Italian honey bee
030_472.png,Italian honey bee
030_466.png,Italian honey bee
030_328.png,Italian honey bee
030_857.png,Italian honey bee
030_843.png,Italian honey bee
030_670.png,Italian honey bee
